model,image_id,ref_id,category_id,query,clean_eligible,raw_clean_candidate_count,tracked_clean_candidate_count,clean_correct,clean_best_iou,diagnostic_budget,diagnostic_probe_count,diagnostic_coverage,diagnostic_coverage_lower,diagnostic_coverage_upper,diagnostic_conditional_ranking,diagnostic_conditional_ranking_lower,diagnostic_conditional_ranking_upper,diagnostic_operational,diagnostic_operational_lower,diagnostic_operational_upper,diagnostic_coverage_risk,diagnostic_ranking_risk,diagnostic_risk_decomposition_error,reference_probe_count,reference_coverage,reference_coverage_lower,reference_coverage_upper,reference_conditional_ranking,reference_conditional_ranking_lower,reference_conditional_ranking_upper,reference_operational,reference_operational_lower,reference_operational_upper,reference_coverage_risk,reference_ranking_risk,reference_risk_decomposition_error,full_manifest_operational
groundingdino,469832,34046,419,The individual positioned before the white sofa adorned with yellow cushions along the wall dons blue jeans coupled with a green and grey hoodie featuring layers.,1,20,5,0,0.07301180857750866,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
groundingdino,469832,34046,419,The individual positioned before the white sofa adorned with yellow cushions along the wall dons blue jeans coupled with a green and grey hoodie featuring layers.,1,20,5,0,0.07301180857750866,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
groundingdino,469832,34046,419,The individual positioned before the white sofa adorned with yellow cushions along the wall dons blue jeans coupled with a green and grey hoodie featuring layers.,1,20,5,0,0.07301180857750866,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
groundingdino,469832,34046,419,The individual positioned before the white sofa adorned with yellow cushions along the wall dons blue jeans coupled with a green and grey hoodie featuring layers.,1,20,5,0,0.07301180857750866,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
groundingdino,1001505146,9810,308,"The children's bicycle in a vibrant pink hue, featuring pink training wheels, is situated on the left side within the display area.",1,20,5,1,0.9080420805656308,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,0.8,0.6916739106298714,0.8835178514092479,0.75,0.64063652409315,0.8401203554931442,0.0625,0.18749999999999994,5.551115123125783e-17,0.8
groundingdino,1001505146,9810,308,"The children's bicycle in a vibrant pink hue, featuring pink training wheels, is situated on the left side within the display area.",1,20,5,1,0.9080420805656308,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,0.9375,0.8601429247023609,0.9793969276979898,0.8,0.6916739106298714,0.8835178514092479,0.75,0.64063652409315,0.8401203554931442,0.0625,0.18749999999999994,5.551115123125783e-17,0.8
groundingdino,1001505146,9810,308,"The children's bicycle in a vibrant pink hue, featuring pink training wheels, is situated on the left side within the display area.",1,20,5,1,0.9080420805656308,20,20,0.95,0.7512672372279723,0.9987349105020502,0.7894736842105263,0.5443469181084944,0.9394754622907102,0.75,0.5089541282920425,0.9134285308985653,0.050000000000000044,0.19999999999999998,2.7755575615628914e-17,80,0.9375,0.8601429247023609,0.9793969276979898,0.8,0.6916739106298714,0.8835178514092479,0.75,0.64063652409315,0.8401203554931442,0.0625,0.18749999999999994,5.551115123125783e-17,0.75
groundingdino,1001505146,9810,308,"The children's bicycle in a vibrant pink hue, featuring pink training wheels, is situated on the left side within the display area.",1,20,5,1,0.9080420805656308,40,40,0.975,0.8684141415172343,0.9993672550679505,0.7948717948717948,0.6353557593048811,0.9070360727170044,0.775,0.6154883226965773,0.891603361015928,0.025000000000000022,0.20000000000000004,8.326672684688674e-17,80,0.9375,0.8601429247023609,0.9793969276979898,0.8,0.6916739106298714,0.8835178514092479,0.75,0.64063652409315,0.8401203554931442,0.0625,0.18749999999999994,5.551115123125783e-17,0.775
groundingdino,1000922276,8310,36,The scarlet motor scooter cruising on the cobblestone road beside the white and orange emergency vehicle.,1,17,5,1,0.9581735118961878,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,0.8
groundingdino,1000922276,8310,36,The scarlet motor scooter cruising on the cobblestone road beside the white and orange emergency vehicle.,1,17,5,1,0.9581735118961878,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,0.9
